longitude,housing_median_age,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,Total_Rooms,Median_Income
-117.14,48.0,0,0,0,1,941.0,1.9038
-119.85,8.0,0,1,0,0,941.0,3.375
-117.69,25.0,0,1,0,0,1881.0,2.5536
-117.06,29.0,0,0,0,1,4047.0,4.0505
-122.44,38.0,0,0,1,0,2202.0,6.15921
-121.37,9.0,0,1,0,0,3184.0,2.3844
-117.85,26.0,1,0,0,0,2712.0,5.6513
-117.79,26.0,1,0,0,0,2893.0,6.15921
-120.99,8.0,0,1,0,0,4651.500000000011,5.4413
-118.17,36.0,0,0,0,1,2933.0,2.2538
-120.87,40.0,0,1,0,0,1010.0,3.8984
-121.65,42.0,1,0,0,0,4261.0,3.5288
-122.0,7.0,0,1,0,0,4651.500000000011,4.9222
-121.83,21.0,1,0,0,0,4651.500000000011,4.2098
-118.94,10.0,0,1,0,0,3216.0,6.15921
-121.83,23.0,0,1,0,0,1970.0,4.4853
-117.92,34.0,1,0,0,0,988.0,5.6047
-117.23,44.0,0,0,0,1,1168.0,2.7273
-121.23,44.0,0,1,0,0,2204.0,1.9038
-122.01,17.0,0,1,0,0,4651.500000000011,4.0619
-122.05,34.0,1,0,0,0,2400.0,4.1369
-118.59,7.0,1,0,0,0,4651.500000000011,4.2009
-122.3,48.0,0,0,1,0,1455.0,1.9038
-118.44,37.0,1,0,0,0,1516.0,5.0
-119.98,26.0,0,1,0,0,1284.0,2.5833
-121.86,40.0,1,0,0,0,2277.0,3.0089
-118.11,36.0,1,0,0,0,1463.0,4.8438
-117.94,31.0,1,0,0,0,1239.0,3.3625
-118.4,48.0,1,0,0,0,1427.0,5.7405
-122.28,52.0,0,0,1,0,941.0,2.9018
-118.13,33.0,1,0,0,0,2682.0,2.4817
-121.02,30.0,0,1,0,0,1721.0,2.5363
-118.4,39.0,1,0,0,0,1613.0,2.825
-122.82,41.0,1,0,0,0,2720.0,4.0294
-118.22,42.0,1,0,0,0,1370.0,4.4474
-118.38,40.0,1,0,0,0,2352.0,3.238
-115.4,19.0,0,1,0,0,1087.0,3.3182
-117.19,35.0,0,0,0,1,2921.0,6.15921
-121.22,35.0,0,1,0,0,1841.0,2.8167
-118.48,11.0,1,0,0,0,941.0,2.625
-118.17,26.0,0,0,0,1,1589.0,3.5313
-121.44,37.0,0,1,0,0,3009.0,1.9038
-119.34,17.0,0,1,0,0,2250.0,4.1812
-121.16,28.0,0,1,0,0,941.0,1.9038
-118.61,17.0,1,0,0,0,4651.500000000011,6.0137
-117.42,32.0,0,1,0,0,4251.0,2.8173
-119.44,37.0,0,1,0,0,1054.0,2.5234
-118.43,52.0,1,0,0,0,1693.0,6.15921
-118.34,25.0,1,0,0,0,4177.0,5.0814
-118.09,36.0,1,0,0,0,1215.0,3.7604
-117.12,16.0,1,0,0,0,3050.0,5.2463
-121.92,42.0,1,0,0,0,2101.0,3.6389
-120.06,44.0,0,1,0,0,1288.0,1.9038
-124.25,32.0,0,0,0,1,1430.0,1.9417
-120.9,16.0,0,0,0,1,1576.0,3.588
-118.98,17.0,0,1,0,0,3769.0,3.05
-117.06,31.0,0,0,0,1,2485.0,4.8
-118.41,15.0,1,0,0,0,941.0,3.9792
-122.1,31.0,0,0,1,0,1797.0,4.4427
-122.4,52.0,0,0,1,0,1860.0,4.775
-122.09,43.0,0,0,1,0,2065.0,3.7318
-119.66,15.0,0,1,0,0,1724.0,3.1094
-117.79,23.0,1,0,0,0,3596.0,6.15921
-118.15,44.0,0,0,0,1,1886.0,3.1042
-119.85,11.0,0,1,0,0,2497.0,4.8036
-120.43,22.0,1,0,0,0,2580.0,5.0113
-121.57,30.0,0,1,0,0,2601.0,2.08
-119.06,52.0,1,0,0,0,1239.0,1.9038
-117.16,33.0,0,1,0,0,2101.0,2.8125
-124.07,23.0,0,0,0,1,2103.0,2.9911
-122.01,21.0,0,0,1,0,4651.500000000011,6.15921
-117.94,33.0,1,0,0,0,1013.0,2.1432
-118.13,49.0,1,0,0,0,1962.0,3.2898
-122.25,14.0,0,0,1,0,1472.0,4.3594
-118.27,21.0,1,0,0,0,4651.500000000011,4.2768
-121.93,32.0,1,0,0,0,1555.0,6.0358
-122.11,35.0,0,0,1,0,2712.0,6.15921
-122.28,46.0,0,0,1,0,3022.0,2.543
-118.99,48.0,0,1,0,0,1908.0,3.5714
-118.35,26.0,1,0,0,0,2159.0,3.87
-121.74,34.0,0,1,0,0,2299.0,1.9038
-115.55,33.0,0,1,0,0,2266.0,5.4349
-117.66,8.0,0,1,0,0,1692.0,6.15921
-119.69,15.0,0,1,0,0,2892.0,4.4934
-117.44,32.0,0,1,0,0,1814.0,4.1776
-122.01,25.0,1,0,0,0,2796.0,6.15921
-119.26,35.0,0,1,0,0,1689.0,2.5719
-117.21,45.0,0,0,0,1,3025.0,2.2982
-122.16,16.0,0,0,1,0,1687.0,2.3869
-117.4,42.0,0,1,0,0,943.0,3.1458
-122.01,27.0,0,0,1,0,1890.0,5.7057
-122.31,11.0,0,1,0,0,3664.0,2.9338
-121.37,21.0,0,1,0,0,2471.0,4.025
-122.23,40.0,0,0,1,0,941.0,1.9038
-118.51,33.0,1,0,0,0,2327.0,4.2344
-118.1,34.0,1,0,0,0,1357.0,3.4083
-118.2,52.0,1,0,0,0,2090.0,4.0909
-118.39,45.0,1,0,0,0,1577.0,3.4375
-117.21,12.0,1,0,0,0,4651.500000000011,2.8586
-117.14,16.0,1,0,0,0,3217.0,4.2234
-118.03,27.0,1,0,0,0,2000.0,5.635
-121.86,52.0,0,1,0,0,941.0,1.9038
-116.99,24.0,0,1,0,0,2741.0,3.474
-122.04,5.0,1,0,0,0,4651.500000000011,4.7685
-121.93,8.0,1,0,0,0,941.0,3.375
-118.46,31.0,1,0,0,0,2621.0,3.287
-122.11,31.0,0,0,1,0,1487.0,5.2312
-119.85,9.0,0,1,0,0,3995.0,3.3239
-118.13,46.0,0,0,0,1,2834.0,4.7875
-121.93,21.0,1,0,0,0,4651.500000000011,6.15921
-122.38,20.0,0,0,1,0,941.0,2.625
-119.34,38.0,0,1,0,0,2708.0,3.0905
-118.01,35.0,0,1,0,0,1852.0,4.275
-117.9,19.0,1,0,0,0,2176.0,4.9743
-117.06,21.0,1,0,0,0,3787.0,6.15921
-122.0,17.0,0,0,0,1,4154.0,5.5919
-117.04,37.0,0,1,0,0,1884.0,3.175
-119.04,47.0,0,1,0,0,1691.0,1.9038
-122.42,5.0,0,1,0,0,2614.0,3.4464
-118.36,28.0,1,0,0,0,1111.0,2.6136
-121.47,31.0,0,1,0,0,1007.0,3.625
-117.23,35.0,0,0,0,1,2914.0,2.5259
-121.4,18.0,0,1,0,0,2614.0,2.0432
-121.29,22.0,0,1,0,0,1630.0,1.9792
-118.47,38.0,1,0,0,0,2163.0,2.3382
-122.52,33.0,0,0,1,0,4448.0,6.15921
-120.67,44.0,0,0,0,1,2236.0,3.0833
-117.8,16.0,1,0,0,0,2617.0,4.821
-119.79,38.0,0,1,0,0,1912.0,2.03
-122.25,48.0,0,0,1,0,941.0,2.2417
-122.15,52.0,0,0,1,0,1028.0,4.9135
-119.88,14.0,0,0,0,1,2472.0,3.3026
-119.67,28.0,1,0,0,0,1814.0,3.1625
-118.37,19.0,1,0,0,0,941.0,6.02
-117.68,30.0,0,1,0,0,2994.0,2.1458
-118.43,37.0,1,0,0,0,1340.0,3.7614
-119.28,43.0,0,0,0,1,941.0,4.6667
-118.47,35.0,1,0,0,0,1150.0,5.741
-121.92,39.0,1,0,0,0,941.0,3.5256
-122.02,21.0,1,0,0,0,2471.0,3.9038
-120.01,25.0,0,1,0,0,1758.0,2.675
-121.33,10.0,0,1,0,0,1564.0,2.7031
-118.08,32.0,1,0,0,0,1973.0,3.4861
-117.21,15.0,0,0,0,1,2593.0,4.2065
-121.93,48.0,1,0,0,0,2068.0,3.0375
-120.93,18.0,0,1,0,0,941.0,4.3864
-117.25,35.0,0,1,0,0,2707.0,3.9018
-117.69,16.0,1,0,0,0,2592.0,6.15921
-120.88,22.0,0,1,0,0,1440.0,3.9821
-122.09,34.0,0,0,1,0,2165.0,5.2971
-118.35,52.0,1,0,0,0,941.0,1.9875
-118.18,39.0,1,0,0,0,2902.0,6.15921
-122.03,45.0,0,0,1,0,2842.0,3.6042
-118.14,42.0,1,0,0,0,1007.0,3.0179
-120.21,20.0,0,1,0,0,1745.0,2.3194
-119.34,6.0,0,1,0,0,3266.0,3.1574
-118.31,27.0,1,0,0,0,4651.500000000011,3.7015
-122.24,30.0,0,0,0,1,2956.0,3.7463
-122.02,18.0,1,0,0,0,1221.0,5.3679
-122.41,47.0,0,0,1,0,2289.0,3.4773
-117.11,48.0,0,0,0,1,1502.0,2.5952
-123.23,25.0,0,1,0,0,2075.0,1.9038
-117.53,35.0,0,1,0,0,1529.0,4.1083
-118.13,48.0,0,1,0,0,2539.0,4.7269
-118.4,30.0,1,0,0,0,2392.0,2.8424
-117.98,23.0,1,0,0,0,2089.0,4.765
-122.03,24.0,0,0,1,0,2077.0,4.5721
-117.16,34.0,0,0,0,1,2275.0,3.6371
-122.06,20.0,0,0,1,0,1655.0,3.5541
-120.85,26.0,0,1,0,0,941.0,1.9038
-118.23,34.0,1,0,0,0,2377.0,6.0
-120.02,24.0,0,1,0,0,1194.0,3.2396
-122.49,52.0,0,0,0,1,2189.0,3.4583
-118.42,44.0,1,0,0,0,1282.0,5.618
-118.26,50.0,1,0,0,0,1791.0,1.9038
-122.27,40.0,0,1,0,0,1958.0,2.1898
-121.99,17.0,1,0,0,0,1527.0,5.9658
-117.89,45.0,1,0,0,0,1883.0,4.2222
-123.26,25.0,0,1,0,0,2344.0,2.7222
-122.42,52.0,0,0,1,0,1271.0,2.9911
-120.08,19.0,0,1,0,0,1746.0,4.8182
-121.45,34.0,0,1,0,0,1717.0,2.4741
-117.91,37.0,1,0,0,0,1998.0,3.9306
-121.28,16.0,0,1,0,0,3467.0,3.75
-117.7,25.0,1,0,0,0,1321.0,3.1131
-118.43,31.0,1,0,0,0,2417.0,3.8906
-119.56,29.0,0,1,0,0,1963.0,2.5741
-117.6,26.0,0,1,0,0,2925.0,3.1859
-117.16,52.0,0,0,0,1,941.0,1.9038
-118.18,44.0,1,0,0,0,1688.0,3.3785
-118.31,52.0,1,0,0,0,1902.0,2.8295
-122.41,52.0,0,0,1,0,1534.0,1.9038
-122.19,52.0,0,0,1,0,2492.0,4.3125
-118.13,36.0,1,0,0,0,1477.0,3.625
-121.23,28.0,0,1,0,0,941.0,1.9038
-119.77,43.0,0,1,0,0,1763.0,1.9038
-117.18,52.0,0,1,0,0,954.0,1.9038
-118.74,25.0,1,0,0,0,1815.0,5.4243
-121.29,52.0,0,1,0,0,941.0,1.9038
-117.84,21.0,1,0,0,0,4281.0,6.15921
-118.16,37.0,1,0,0,0,941.0,1.9038
-117.58,4.0,1,0,0,0,3305.0,5.2497
-117.65,9.0,0,1,0,0,2107.0,4.4042
-122.67,16.0,1,0,0,0,3452.0,2.4722
-121.96,28.0,1,0,0,0,4651.500000000011,4.0174
-122.41,39.0,0,0,0,1,4220.0,2.639
-121.92,14.0,0,1,0,0,4651.500000000011,5.2798
-120.87,32.0,0,1,0,0,4579.0,2.6619
-116.91,14.0,1,0,0,0,1978.0,3.8073
-117.09,21.0,1,0,0,0,2876.0,3.8292
-123.73,25.0,0,1,0,0,2015.0,1.9038
-118.28,52.0,1,0,0,0,941.0,1.9375
-121.36,10.0,0,1,0,0,4651.500000000011,5.2447
-118.27,25.0,1,0,0,0,3018.0,3.0199
-118.14,45.0,1,0,0,0,1307.0,2.75
-122.01,20.0,0,1,0,0,2332.0,2.1746
-118.34,52.0,1,0,0,0,1314.0,6.15921
-122.13,17.0,0,0,1,0,2380.0,3.395
-117.25,16.0,0,0,0,1,2794.0,4.3286
-119.72,33.0,0,1,0,0,1287.0,3.2019
-119.4,21.0,0,1,0,0,2213.0,2.9187
-118.38,41.0,0,0,0,1,1889.0,6.015
-121.53,30.0,0,1,0,0,1030.0,2.4821
-117.19,20.0,0,1,0,0,941.0,6.15921
-124.16,43.0,0,0,0,1,2241.0,2.9038
-118.32,32.0,1,0,0,0,3690.0,4.4875
-118.31,22.0,0,0,0,1,4651.500000000011,4.3472
-119.86,4.0,0,1,0,0,4530.0,3.3942
-118.28,28.0,1,0,0,0,941.0,4.5469
-121.6,5.0,0,1,0,0,4651.500000000011,6.15921
-122.47,15.0,1,0,0,0,4651.500000000011,3.4031
-118.4,36.0,1,0,0,0,3022.0,6.15921
-122.29,38.0,0,0,1,0,2591.0,5.1691
-121.99,16.0,1,0,0,0,4651.500000000011,2.9074
-121.01,36.0,0,1,0,0,1981.0,1.9038
-118.49,24.0,1,0,0,0,4394.0,6.15921
-122.66,16.0,0,1,0,0,3715.0,1.9038
-117.14,35.0,0,0,0,1,1267.0,2.5368
-118.33,42.0,1,0,0,0,1686.0,2.3
-117.26,12.0,0,1,0,0,1159.0,2.7232
-116.31,7.0,0,1,0,0,4497.0,3.6354
-122.74,16.0,1,0,0,0,1426.0,3.0714
-121.95,27.0,1,0,0,0,4140.0,3.6292
-117.82,18.0,1,0,0,0,1982.0,6.15921
-118.03,39.0,1,0,0,0,2126.0,3.2852
-121.77,47.0,0,1,0,0,1697.0,3.4559
-122.36,43.0,0,0,1,0,941.0,1.9038
-118.34,37.0,1,0,0,0,941.0,5.5133
-117.61,8.0,0,1,0,0,941.0,6.15921
-122.49,26.0,1,0,0,0,1726.0,3.8
-118.15,36.0,0,0,0,1,4366.0,3.5292
-119.33,20.0,0,1,0,0,2025.0,3.5313
-122.26,37.0,0,0,1,0,3633.0,2.6104
-118.12,40.0,1,0,0,0,2344.0,3.1923
-118.25,39.0,0,0,0,1,981.0,1.9208
-122.22,52.0,0,0,1,0,1137.0,2.59
-121.03,5.0,0,1,0,0,4034.0,3.8065
-117.98,22.0,1,0,0,0,3335.0,3.7315
-118.52,20.0,1,0,0,0,4651.500000000011,3.2154
-118.22,43.0,1,0,0,0,941.0,1.9038
-124.0,29.0,1,0,0,0,1429.0,2.9485
-120.82,15.0,0,1,0,0,1385.0,1.933
-118.31,44.0,1,0,0,0,1703.0,1.9038
-118.48,32.0,1,0,0,0,2621.0,6.15921
-122.16,38.0,0,0,1,0,1007.0,2.875
-118.11,35.0,1,0,0,0,1255.0,4.2
-121.95,39.0,1,0,0,0,1164.0,4.6304
-121.76,31.0,0,1,0,0,941.0,1.9038
-118.15,37.0,1,0,0,0,2344.0,2.7022
-118.06,26.0,1,0,0,0,4651.500000000011,4.7953
-121.13,30.0,1,0,0,0,1484.0,1.9038
-118.47,41.0,1,0,0,0,1104.0,5.0929
-119.78,35.0,0,1,0,0,2114.0,1.9038
-122.23,52.0,0,0,1,0,3037.0,5.2128
-123.22,32.0,1,0,0,0,1149.0,3.6587
-122.11,18.0,0,0,1,0,4335.0,3.4861
-121.51,21.0,0,1,0,0,4426.0,4.1
-121.97,8.0,1,0,0,0,3743.0,6.15921
-118.19,27.0,1,0,0,0,2911.0,1.9485
-118.18,43.0,0,0,0,1,941.0,4.25
-118.07,27.0,0,1,0,0,3787.0,3.301
-121.73,18.0,0,1,0,0,974.0,1.9038
-121.67,13.0,0,1,0,0,4651.500000000011,4.2432
-117.92,17.0,1,0,0,0,3318.0,5.5501
-117.94,23.0,1,0,0,0,2757.0,2.8
-117.87,52.0,1,0,0,0,2411.0,3.415
-121.97,32.0,1,0,0,0,1283.0,6.0574
-119.21,31.0,0,1,0,0,1465.0,2.0363
-118.1,35.0,1,0,0,0,1653.0,3.2708
-117.07,25.0,0,0,0,1,2489.0,6.15921
-121.26,18.0,0,1,0,0,1830.0,4.2273
-121.43,40.0,0,1,0,0,941.0,3.5789
-118.46,22.0,1,0,0,0,4651.500000000011,3.1478
-122.69,43.0,0,0,0,1,1730.0,4.3194
-118.35,44.0,1,0,0,0,2572.0,3.5583
-121.28,33.0,0,1,0,0,4384.0,4.05
-119.03,38.0,0,1,0,0,2952.0,2.6094
-121.53,35.0,0,1,0,0,1806.0,4.5156
-118.08,5.0,0,1,0,0,1113.0,4.1719
-119.85,28.0,0,0,0,1,1765.0,6.0256
-122.45,15.0,0,1,0,0,2740.0,3.4519
-122.34,19.0,0,0,1,0,941.0,6.0426
-121.98,19.0,1,0,0,0,941.0,6.15921
-118.12,37.0,1,0,0,0,2584.0,4.3661
-123.84,28.0,1,0,0,0,2809.0,2.0962
-120.55,18.0,0,1,0,0,1564.0,2.3549
-120.31,24.0,0,1,0,0,943.0,2.25
-117.97,26.0,1,0,0,0,2553.0,5.3737
-122.03,22.0,1,0,0,0,3280.0,4.4107
-122.28,52.0,0,0,1,0,1659.0,2.8214
-118.41,34.0,1,0,0,0,2959.0,6.15921
-117.39,25.0,0,1,0,0,2886.0,2.3851
-122.69,32.0,1,0,0,0,2970.0,5.0
-118.36,43.0,1,0,0,0,1690.0,2.1078
-121.24,47.0,0,1,0,0,941.0,2.1991
-118.22,38.0,1,0,0,0,941.0,3.6607
-121.37,14.0,0,1,0,0,3727.0,3.5625
-118.44,43.0,1,0,0,0,2257.0,4.5278
-121.32,22.0,1,0,0,0,2927.0,2.7153
-117.86,33.0,0,1,0,0,2344.0,6.15921
-121.23,27.0,0,1,0,0,941.0,5.0362
-122.24,49.0,0,0,1,0,2428.0,3.6719
-121.06,5.0,0,1,0,0,2256.0,4.9236
-122.26,42.0,0,0,1,0,2555.0,2.0804
-119.09,28.0,0,1,0,0,941.0,4.8571
-117.06,24.0,1,0,0,0,2618.0,3.5192
-122.38,33.0,0,0,0,1,1054.0,6.15921
-121.24,20.0,0,1,0,0,1402.0,3.7426
-121.91,18.0,1,0,0,0,3597.0,5.3077
-122.45,38.0,0,0,1,0,4651.500000000011,6.15921
-122.01,25.0,1,0,0,0,2213.0,6.15921
-122.47,48.0,0,0,1,0,2464.0,4.4946
-122.05,14.0,0,0,1,0,4651.500000000011,4.7094
-122.25,24.0,0,0,1,0,2917.0,3.7014
-121.64,14.0,1,0,0,0,4651.500000000011,4.175
-121.98,16.0,0,1,0,0,2984.0,6.15921
-122.03,10.0,1,0,0,0,941.0,6.0622
-118.49,45.0,1,0,0,0,1346.0,6.15921
-117.02,36.0,1,0,0,0,2211.0,4.0491
-118.0,30.0,1,0,0,0,1549.0,4.0039
-121.91,20.0,1,0,0,0,1804.0,6.15921
-117.16,52.0,0,0,0,1,1682.0,2.0972
-117.98,18.0,1,0,0,0,1027.0,4.2159
-122.14,33.0,0,1,0,0,941.0,3.6429
-122.25,47.0,0,0,1,0,1339.0,2.5865
-122.24,13.0,0,0,1,0,4651.500000000011,2.6098
-118.3,29.0,1,0,0,0,3403.0,1.9038
-118.27,15.0,1,0,0,0,4651.500000000011,2.9148
-118.26,41.0,1,0,0,0,2004.0,3.1779
-119.75,49.0,0,1,0,0,2331.0,2.5111
-116.56,15.0,0,1,0,0,4651.500000000011,2.5405
-121.83,7.0,1,0,0,0,3609.0,4.5033
-118.08,33.0,1,0,0,0,2557.0,2.9196
-117.38,16.0,0,1,0,0,941.0,3.7578
-118.32,33.0,1,0,0,0,1729.0,4.2083
-122.1,32.0,0,0,1,0,1433.0,6.15921
-118.19,16.0,0,1,0,0,2035.0,2.1979
-122.0,31.0,1,0,0,0,3344.0,5.2108
-117.66,11.0,0,1,0,0,3358.0,6.15921
-116.48,8.0,0,1,0,0,1294.0,2.9167
-122.42,52.0,0,0,1,0,3587.0,2.5403
-118.35,25.0,1,0,0,0,1769.0,3.0833
-122.27,52.0,0,0,1,0,1088.0,2.6071
-119.67,39.0,1,0,0,0,1467.0,2.3681
-120.38,9.0,1,0,0,0,2813.0,4.0431
-117.8,5.0,1,0,0,0,2638.0,5.7759
-118.25,43.0,1,0,0,0,1429.0,1.9038
-118.51,36.0,1,0,0,0,2276.0,4.1042
-121.9,52.0,1,0,0,0,1575.0,5.6437
-118.39,34.0,1,0,0,0,2395.0,5.9683
-120.52,5.0,1,0,0,0,4413.0,5.0267
-118.35,52.0,1,0,0,0,1971.0,3.6435
-118.26,44.0,1,0,0,0,1103.0,1.9038
-119.81,48.0,0,1,0,0,2059.0,2.9306
-121.81,25.0,1,0,0,0,4096.0,6.15921
-118.24,52.0,1,0,0,0,941.0,6.15921
-118.31,47.0,1,0,0,0,1586.0,4.4861
-118.47,19.0,1,0,0,0,2405.0,2.3111
-122.67,17.0,1,0,0,0,1804.0,4.5588
-118.18,49.0,0,0,0,1,2297.0,1.9038
-118.26,52.0,1,0,0,0,1802.0,1.9038
-117.66,19.0,0,1,0,0,3995.0,6.075
-122.43,52.0,0,0,1,0,2250.0,2.8458
-122.41,52.0,0,0,1,0,2909.0,3.0296
-121.43,52.0,0,1,0,0,941.0,3.0865
-118.09,18.0,1,0,0,0,4651.500000000011,3.6512
-121.3,16.0,0,1,0,0,2717.0,2.5473
-119.18,29.0,0,0,0,1,4039.0,4.3897
-118.32,35.0,1,0,0,0,3189.0,2.1046
-120.48,49.0,0,1,0,0,2919.0,1.9038
-118.19,36.0,0,0,0,1,2326.0,2.1985
-116.51,21.0,0,1,0,0,1284.0,1.95
-122.15,35.0,0,0,1,0,2472.0,5.5797
-121.43,43.0,0,1,0,0,2089.0,2.5898
-117.66,33.0,0,1,0,0,960.0,2.5391
-118.26,25.0,1,0,0,0,3208.0,2.6673
-118.02,26.0,1,0,0,0,3711.0,5.5599
-118.1,35.0,1,0,0,0,994.0,3.5865
-119.65,46.0,0,1,0,0,1730.0,1.9038
-117.91,32.0,1,0,0,0,2436.0,4.5607
-124.11,33.0,1,0,0,0,1348.0,2.4896
-122.48,52.0,0,0,1,0,2556.0,3.8899
-117.24,13.0,0,0,0,1,3498.0,3.212
-120.46,20.0,0,1,0,0,1287.0,1.9038
-116.76,14.0,1,0,0,0,4085.0,4.7367
-122.19,45.0,0,0,1,0,1852.0,2.7159
-117.21,34.0,0,0,0,1,1398.0,3.7102
-118.05,25.0,1,0,0,0,1548.0,5.123
-122.49,31.0,0,0,0,1,3109.0,5.155
-117.99,29.0,1,0,0,0,1312.0,3.1902
-118.41,40.0,1,0,0,0,941.0,5.2533
-117.82,3.0,1,0,0,0,3068.0,6.15921
-118.27,48.0,1,0,0,0,1527.0,4.1667
-117.06,38.0,0,0,0,1,1481.0,2.85
-118.25,44.0,1,0,0,0,1425.0,2.1108
-117.88,35.0,1,0,0,0,1574.0,4.0938
-117.18,7.0,0,1,0,0,1697.0,1.9038
-120.58,15.0,0,1,0,0,2155.0,4.03
-118.48,47.0,1,0,0,0,1956.0,6.15921
-117.14,35.0,0,0,0,1,1391.0,2.6818
-122.04,27.0,0,0,1,0,2587.0,1.9038
-121.3,25.0,0,1,0,0,2707.0,4.3235
-118.17,44.0,1,0,0,0,941.0,1.9667
-118.37,28.0,1,0,0,0,4287.0,6.15921
-121.43,43.0,0,1,0,0,2084.0,2.9769
-122.07,35.0,1,0,0,0,1447.0,6.15921
-119.3,18.0,0,0,0,1,4651.500000000011,3.5822
-117.08,33.0,0,0,0,1,2891.0,2.1281
-118.26,24.0,1,0,0,0,4651.500000000011,5.542
-121.88,29.0,0,1,0,0,2702.0,3.1127
-118.1,36.0,1,0,0,0,1946.0,5.2155
-118.14,36.0,0,0,0,1,2484.0,5.1815
-117.02,36.0,0,0,0,1,2030.0,3.7763
-121.92,4.0,1,0,0,0,4651.500000000011,5.1437
-121.23,21.0,0,1,0,0,3229.0,2.1524
-118.29,41.0,1,0,0,0,1582.0,1.9038
-121.42,42.0,0,1,0,0,1720.0,1.9038
-118.29,35.0,1,0,0,0,2198.0,2.0467
-117.08,17.0,1,0,0,0,4651.500000000011,2.1437
-118.08,34.0,1,0,0,0,2118.0,3.7238
-119.02,36.0,0,1,0,0,2044.0,1.9038
-117.84,17.0,1,0,0,0,4651.500000000011,3.8465
-117.96,35.0,1,0,0,0,1972.0,3.7222
-118.99,36.0,0,1,0,0,1590.0,1.9038
-122.05,24.0,1,0,0,0,2424.0,4.072
-122.04,10.0,0,0,1,0,2031.0,5.3169
-121.97,11.0,0,1,0,0,1500.0,4.5568
-117.07,37.0,0,0,0,1,2303.0,3.455
-119.71,27.0,0,0,0,1,3782.0,4.0451
-118.2,43.0,1,0,0,0,941.0,1.9038
-122.27,52.0,0,0,1,0,2803.0,2.1907
-122.06,23.0,1,0,0,0,4507.0,6.15921
-121.07,39.0,0,1,0,0,941.0,3.375
-118.26,42.0,1,0,0,0,941.0,4.4821
-121.23,23.0,1,0,0,0,2095.0,3.0543
-123.17,36.0,0,1,0,0,941.0,1.9038
-121.97,29.0,1,0,0,0,2721.0,3.337
-118.46,19.0,1,0,0,0,2520.0,3.8068
-121.44,16.0,0,1,0,0,2229.0,3.4821
-116.97,23.0,1,0,0,0,941.0,2.6458
-117.19,3.0,0,1,0,0,4651.500000000011,4.189
-121.45,24.0,0,1,0,0,2159.0,3.9853
-118.37,10.0,1,0,0,0,2606.0,3.6128
-117.29,35.0,0,1,0,0,2014.0,1.9038
-120.93,11.0,1,0,0,0,4651.500000000011,3.23
-117.84,16.0,1,0,0,0,4367.0,4.0214
-117.32,41.0,0,1,0,0,1837.0,2.4524
-119.34,22.0,0,1,0,0,3065.0,1.9038
-121.22,8.0,0,1,0,0,3418.0,6.15921
-118.02,23.0,1,0,0,0,4651.500000000011,5.3886
-121.9,34.0,1,0,0,0,941.0,4.05
-117.81,9.0,1,0,0,0,2435.0,6.15921
-117.2,31.0,0,0,0,1,1952.0,2.8621
-121.0,17.0,0,1,0,0,941.0,1.9038
-118.01,36.0,1,0,0,0,1579.0,4.4318
-120.87,29.0,0,1,0,0,4176.0,2.595
-118.2,30.0,1,0,0,0,1911.0,2.3917
-117.92,26.0,1,0,0,0,941.0,3.6375
-119.27,23.0,0,1,0,0,3180.0,2.6098
-120.85,25.0,0,1,0,0,941.0,2.2679
-117.04,6.0,1,0,0,0,4651.500000000011,6.15921
-121.41,28.0,0,1,0,0,1601.0,3.6429
-122.39,45.0,0,0,1,0,1462.0,2.1767
-118.45,45.0,1,0,0,0,941.0,2.6528
-122.5,44.0,0,0,0,1,1739.0,2.9632
-117.9,26.0,1,0,0,0,2678.0,3.6953
-122.7,18.0,0,1,0,0,941.0,2.3125
-118.11,49.0,1,0,0,0,2812.0,5.2503
-119.18,6.0,0,0,0,1,2307.0,5.215
-118.22,43.0,1,0,0,0,1426.0,3.7083
-122.71,22.0,1,0,0,0,1249.0,2.6033
-118.22,35.0,1,0,0,0,1131.0,4.0219
-118.4,32.0,1,0,0,0,4651.500000000011,6.15921
-118.43,28.0,1,0,0,0,941.0,1.9038
-117.43,28.0,0,1,0,0,3747.0,3.8682
-118.09,30.0,1,0,0,0,1980.0,2.6094
-122.53,37.0,0,0,1,0,2524.0,6.15921
-120.71,19.0,0,1,0,0,4462.0,3.5536
-118.4,43.0,1,0,0,0,3863.0,6.15921
-121.76,27.0,1,0,0,0,1608.0,2.3384
-117.94,28.0,1,0,0,0,2914.0,4.9429
-117.22,12.0,1,0,0,0,1869.0,3.125
-118.1,46.0,0,1,0,0,1774.0,4.7241
-118.24,43.0,1,0,0,0,941.0,1.9038
-121.44,19.0,0,1,0,0,2476.0,2.0625
-120.95,52.0,1,0,0,0,1691.0,3.2292
-118.46,39.0,1,0,0,0,941.0,2.3542
-122.5,52.0,0,0,0,1,2018.0,3.7083
-117.14,12.0,1,0,0,0,4651.500000000011,4.3513
-122.1,35.0,0,0,1,0,3701.0,6.15921
-118.48,36.0,1,0,0,0,2058.0,3.8833
-118.1,36.0,1,0,0,0,1408.0,4.875
-118.16,44.0,1,0,0,0,1284.0,1.9038
-121.89,48.0,1,0,0,0,1562.0,2.5673
-117.29,40.0,0,1,0,0,2198.0,1.9038
-118.33,39.0,1,0,0,0,1224.0,3.3491
